15,0.6003168821334839,0.0,0.0,2.4368395805358887,0.23472222222222222
31,1.276949405670166,0.5625,0.4000000059604645,4.373119831085205,0.6629761904761905
47,1.2862727642059326,0.4375,0.20000000298023224,4.2260236740112305,0.5352380952380952
63,1.0206823348999023,0.125,0.20000000298023224,2.290327548980713,0.38706349206349205
79,0.5548284649848938,0.125,0.4000000059604645,2.0741660594940186,0.6303571428571428
95,0.2952803671360016,0.375,0.30000001192092896,2.1107654571533203,0.7629761904761905
111,0.49347254633903503,0.125,0.4000000059604645,2.0401291847229004,0.619404761904762
127,0.05372335761785507,0.375,0.30000001192092896,2.8174233436584473,0.575952380952381
143,0.12287609279155731,0.25,0.4000000059604645,2.771322727203369,0.6269047619047619
159,0.33724552392959595,0.625,0.30000001192092896,1.819859266281128,0.575952380952381
175,0.2327982485294342,0.375,0.4000000059604645,3.4564616680145264,0.687857142857143
191,0.8073455095291138,0.25,0.10000000149011612,2.4143264293670654,0.4125
207,0.5194128155708313,1.0,0.4000000059604645,2.4130520820617676,0.8099999999999999
223,0.6609936952590942,0.625,0.20000000298023224,2.3149170875549316,0.6342857142857142
239,0.465217649936676,0.6875,0.5,2.436177968978882,0.795
255,0.20777370035648346,0.375,0.4000000059604645,2.0238654613494873,0.6769047619047619
271,0.10093317925930023,0.4375,0.4000000059604645,1.6512670516967773,0.675952380952381
287,0.10035369545221329,0.3125,0.5,1.8641929626464844,0.8178571428571428
303,0.09844276309013367,0.5,0.30000001192092896,1.5668061971664429,0.7069047619047619
319,0.14056196808815002,0.5,0.4000000059604645,1.604860544204712,0.675952380952381
335,0.12022323161363602,0.5,0.5,1.6714322566986084,0.8178571428571428
351,0.19618628919124603,0.6875,0.6000000238418579,1.6446717977523804,0.8821428571428571
367,0.64652019739151,0.6875,0.6000000238418579,5.148069381713867,0.8021428571428573
383,0.6184074282646179,0.5,0.4000000059604645,1.9208106994628906,0.8019047619047619
399,0.11523233354091644,0.5625,0.6000000238418579,2.2148070335388184,0.7676190476190476
415,0.33168160915374756,0.625,0.5,1.5750230550765991,0.800952380952381
431,0.289137065410614,0.375,0.5,1.6007055044174194,0.8019047619047619
447,0.2926854193210602,0.6875,0.5,1.520227313041687,0.812857142857143
463,0.06273860484361649,0.5625,0.5,1.5986381769180298,0.8928571428571429
479,0.14940929412841797,0.6875,0.5,1.5785049200057983,0.812857142857143
495,0.054443661123514175,0.625,0.6000000238418579,1.7032158374786377,0.8019047619047619
511,0.021313432604074478,0.5625,0.5,1.6782104969024658,0.7842857142857144
527,0.05276310443878174,0.875,0.6000000238418579,1.972650170326233,0.8866666666666667
543,0.1715247631072998,0.625,0.699999988079071,1.658617615699768,0.8928571428571429
559,0.28234022855758667,0.375,0.6000000238418579,1.823312520980835,0.7509523809523809
575,0.33989351987838745,0.5,0.4000000059604645,1.9568628072738647,0.8019047619047619
591,0.09220027923583984,0.25,0.4000000059604645,2.378582715988159,0.6019047619047619
607,0.8138588070869446,0.125,0.6000000238418579,1.9355701208114624,0.8035714285714285
623,0.06314963102340698,0.625,0.5,2.1136436462402344,0.8261904761904763
639,0.18718217313289642,0.5,0.4000000059604645,2.003657102584839,0.7509523809523809
655,0.0389484241604805,1.0,0.6000000238418579,1.9068577289581299,0.9266666666666665
671,0.1692810356616974,0.8125,0.5,1.691910982131958,0.8771428571428572
687,0.09083098918199539,0.75,0.699999988079071,1.7718422412872314,0.8533333333333333
703,0.17051081359386444,0.6875,0.6000000238418579,1.7372543811798096,0.9028571428571428
719,0.05749601498246193,0.75,0.5,2.152179002761841,0.8761904761904763
735,0.1495179831981659,0.625,0.5,1.9404399394989014,0.7509523809523809
751,0.1060565859079361,0.875,0.5,2.3503177165985107,0.7676190476190476
767,0.13129916787147522,0.625,0.5,2.449622392654419,0.8019047619047619
783,0.13807150721549988,0.4375,0.6000000238418579,1.9001232385635376,0.8928571428571429
799,0.09656190872192383,0.5,0.5,1.9358972311019897,0.862857142857143
815,0.11593182384967804,0.875,0.6000000238418579,1.9110543727874756,0.8685714285714285
831,0.11079549789428711,0.875,0.5,2.107893943786621,0.917142857142857
847,0.12127386778593063,0.625,0.6000000238418579,2.950822353363037,0.8019047619047619
863,0.11858580261468887,0.625,0.6000000238418579,2.174222230911255,0.8928571428571429
879,0.17205457389354706,0.5625,0.699999988079071,2.047546625137329,0.8761904761904763
895,0.07109959423542023,0.6875,0.4000000059604645,2.1113171577453613,0.7876190476190477
911,0.04425527900457382,1.0,0.6000000238418579,2.0569465160369873,0.8933333333333333
927,0.1305512934923172,0.5,0.6000000238418579,2.0389366149902344,0.7509523809523809
943,0.027471337467432022,1.0,0.5,2.2414913177490234,0.9266666666666665
959,0.16550509631633759,0.6875,0.5,2.01212739944458,0.7961904761904762
